titre,prix,categorie,sous_categorie,ville,delegation,date_publication,date_scraping,type_transaction,superficie,chambres,salles_bain,description,images_urls,url
📣 Ennasr 𝟐 à louer spacieux appt s2 bien situé,1299,immobilier,appartements,ariana,ennasr,,2026-02-15 12:06:49,À Louer,120,2,2,"🏠 𝐄𝐍𝐍𝐀𝐒𝐑 2 ; à 𝐥𝐨𝐮𝐞𝐫  spacieux  appt 𝐒+2 bien situé 🏠

                                    🌟    🌟    🌟
Ennasr 2 ; à Louer agréable appartement dans une résidence bien gardée composé de :
🔸 un salon  avec terrasse 
🔸 2 Chambres à coucher
🔸 cuisine bien équipée avec séchoir
🔸 Sdb
🔸 sde
🔸 une chambre de service
✅  chauffage central
✅ Climatisation
✅ place de parking
🗝🗝🗝 𝑪𝒐𝒏𝒕𝒂𝒄𝒕𝒆𝒛 𝑨𝒈𝒆𝒏𝒄𝒆 𝑰𝒎𝒎𝒐𝒃𝒊𝒍𝒊𝒆̀𝒓𝒆 𝑩𝒖𝒊𝒍𝒅𝒊𝒏𝒈 𝑵𝒆́𝒈𝒐𝒄𝒆 : 𝓥𝓸𝓽𝓻𝓮 𝓬𝓸𝓷𝓼𝓮𝓲𝓵𝓵𝓮̀𝓻𝓮 𝓮𝓷 𝓘𝓶𝓶𝓸𝓫𝓲𝓵𝓲𝓮𝓻 𝓜𝓶𝓮 Sophie:
☎ :","[""https://www.tayara.tn/mediaGateway/resize-image?img=5b/5b46ff0b-66d4-4446-bf30-7708fc665e00&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=fc/fcb1b6ca-2536-4743-b411-c5347beb9e35&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=33/33ead7c7-323c-4aec-b647-89bf7d561dd0&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=5c/5c7ca5a2-4183-402d-8af2-a402e3982007&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=23/23b11bce-5874-41fb-96e7-e1d3c1a1c891&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=80/80fb4964-8bb9-40c0-847b-c4842c3984c5&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f4/f443346d-acd3-4ee6-8b4a-7629b55b4fba&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=92/92a71d01-a002-4115-8613-de36ed186eff&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=3e/3e8963f3-aaf0-4bdc-b9e0-012fb0d67c31&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ab/ab08ebc4-940a-43d9-8da6-f3d7fdbef6c0&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=47/47cbdf1a-d28f-48f4-8c10-094da196ae09&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=1e/1ed724c8-447d-46a3-867b-7a3b93676e83&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d0/d03d7ad1-5186-4c14-b210-0019431965b1.jpg&w=100""]",https://www.tayara.tn/item/appartements/ariana/ennasr/-ennasr-louer-spacieux-appt-s2-bien-situ/6957ceffcd04d08be754cb51/
📣 Jardins d'el Menzah 2 à louer joli RDC villa S+1 avec jardin,0,immobilier,appartements,ariana,jardins-el-menzah,,2026-02-15 12:06:50,À Louer,80,1,1,"🏠𝐉𝐚𝐫𝐝𝐢𝐧𝐬 𝐝'𝐞𝐥 𝐌𝐞𝐧𝐳𝐚𝐡 2 ; à 𝐥𝐨𝐮𝐞𝐫 𝐀𝐩𝐩𝐭 𝐒+𝟏 𝐀𝐯𝐞𝐜 𝐣𝐚𝐫𝐝𝐢𝐧 🏠

                                        🌟 🌟 🌟
𝐉𝐚𝐫𝐝𝐢𝐧𝐬 𝐝'𝐞𝐥 𝐌𝐞𝐧𝐳𝐚𝐡 2 , à Louer joli appartement avec entrée indépendante dans un quartier résidentiel composé de :
🔹Un salon
🔹 1 chambre à coucher
🔹 sde
🔹 une cuisine 
🔹 un jardin
        ✅ chauffage central
             ✅2 climatiseurs

🗝🗝🗝 𝑪𝒐𝒏𝒕𝒂𝒄𝒕𝒆𝒛 𝑨𝒈𝒆𝒏𝒄𝒆 𝑰𝒎𝒎𝒐𝒃𝒊𝒍𝒊𝒆̀𝒓𝒆 𝑩𝒖𝒊𝒍𝒅𝒊𝒏𝒈 𝑵𝒆́𝒈𝒐𝒄𝒆 :
𝓥𝓸𝓽𝓻𝓮 𝓬𝓸𝓷𝓼𝓮𝓲𝓵𝓵𝓮̀𝓻𝓮 𝓮𝓷 𝓘𝓶𝓶𝓸𝓫𝓲𝓵𝓲𝓮𝓻 𝓜𝓶𝓮 Sophie :
☎ :","[""https://www.tayara.tn/mediaGateway/resize-image?img=a0/a0e8b0e7-60f5-4e88-8647-1e9a8430e40e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c7/c7fd2248-3d1c-407b-9124-dc78c26873b3&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=1f/1fcdb3ab-f54e-4ed7-ba30-3a86f371c0d2&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=3f/3f77618a-8036-4604-8b91-fa7c2e585e28&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=82/8274875a-0a09-42f2-acd2-69689df3fac9&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d5/d5322913-3c2b-4122-868b-4c4a2281c377&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=45/45f03bdb-bbb0-46bb-b401-ad4cb453728f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=27/273fe86c-5c07-4dd9-941d-b3385db107a4&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=10/10c21f2f-a5bc-4a5d-819f-9571ed8b3e8b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d0/d03d7ad1-5186-4c14-b210-0019431965b1.jpg&w=100""]",https://www.tayara.tn/item/appartements/ariana/jardins-el-menzah/-jardins-del-menzah-2-louer-joli-rdc-villa-s1-avec-jardin/69525c348914daae51a34d11/
a louer,900,immobilier,appartements,sousse,akouda,,2026-02-15 12:06:51,À Louer,100,2,1,"a louer (location annual )un appartement s2 neuf (POUR COUPLES) sans meuble situé au 2 éme étage dans un emplacement calme et sécurisée et près de toutes commodités Akouda Sousse(rue de la république)se compose :
Salon
2 chambres à coucher
dressing 
Cuisine(plaque et hotte)
Salle de bain
Près installation climatiseurs
Chauffage central","[""https://www.tayara.tn/mediaGateway/resize-image?img=46/46b25361-b1f9-4705-8e22-1e8792891536&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=40/403b96c2-681a-48e6-b9f9-81df0927e1f2&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=95/959a4f22-4f1b-4f49-b4d1-163f2843daf6&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=3a/3abe5020-afa2-40db-8a18-3258cc4bcf3c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=99/994d6a28-0f1e-4506-bc36-df9880d5a28f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=3d/3dc035ba-3ff8-4736-b12d-816566e151df&w=1000""]",https://www.tayara.tn/item/appartements/sousse/akouda/a-louer/696226c4a00bf18617380a7b/
"93910478
appartement a louer",0,immobilier,appartements,ariana,autres-villes,,2026-02-15 12:06:52,À Louer,4,3,2,"3 chambre 
grande salon avec balcon 
cuisine avec séchoir 
2 salle de bain 
devant magasin général de Ariana 
devant autobus de Ariana 
a côté de mosquée 
près de marché Ariana 
grande appartement avec parking privé  pour plus d'informations et pour voir appartement","[""https://www.tayara.tn/mediaGateway/resize-image?img=53/53421532-1f6f-4f99-984f-07b5ec2bd152&w=1000""]",https://www.tayara.tn/item/appartements/ariana/autres-villes/93910478appartement-a-louer/69621ad10fe2505852624cb2/
A Louer S+2 Vide Haut standing,1600,immobilier,appartements,nabeul,mrezga,,2026-02-15 12:06:53,À Louer,96,2,2,"Un Appartement S+2 vide a cité el wafa AFH2
✅ Résidence avec piscine et doubles ascenseurs
✅ Salon avec terrasse
✅ Cuisine agencée et équipée avec séchoir
✅Une suite parentale et une Chambre à coucher
✅Deux Salles de douche
✅Place de parking au sous-sol
⏰contactez-nous ...
☎","[""https://www.tayara.tn/mediaGateway/resize-image?img=95/95da226e-8918-4284-94c4-279fe40e22d4&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=7c/7c8164d3-8625-4473-a16f-b047188d9bb1&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=e4/e403593e-7d06-4ffc-be00-e07b9f93e290&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=05/05e733fd-bad6-48c4-abe5-f12510529511&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=82/82bc3a50-d968-4b01-86b6-6ecc2f09d1b1&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ca/ca6e2b3b-7419-41dc-92f5-d768495b3c06&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=46/46ca0873-5ff0-4460-a5d4-fa35cbb2a4d1&w=1000""]",https://www.tayara.tn/item/appartements/nabeul/mrezga/a-louer-s2-vide-haut-standing/6962133aa00bf1861738004e/
Un grand appartement meublé au rez de chaussée,1600,immobilier,appartements,monastir,monastir,,2026-02-15 12:06:54,À Louer,180,3,2,"Dans la zone touristique à Monastir, à côté du Golf Palm Links, à louer un grand appartement meublé, haut standing, situé au rez de chaussée d’une villa, composé d’un grand salon, trois chambres, cuisine équipée, deux salles de bain,  une grande terrasse et un entrée voiture. Quartier très calme.Mer à 300 m. Monastir à 15 mn  et Sousse à 10 mn.
GSM:","[""https://www.tayara.tn/mediaGateway/resize-image?img=5f/5f01198f-d1b8-4ad3-954c-d458894a48af&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=da/da426285-bd40-4bfd-a93d-403261fc8519&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=e6/e6e885dd-18f8-4d29-9bb3-eaecd6149d3d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=41/411a914e-d8a4-4fe8-ae69-448b549e011c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f8/f89fe1d3-5fe9-4575-a8be-fc31a2e855d5&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=67/67cdecdd-8745-4337-9af6-dc2843fe947f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0c/0c7bd84e-d7ad-4e6f-b992-035527c7b1ce&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=14/14f73f0d-561e-44ba-93ff-d22dcd1e18a3&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=89/895ec3bf-5ee7-4a77-89c2-389dcc758765&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c0/c07f5e46-8c76-4466-9a80-b90585874e97&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=58/58a31e4d-47a5-4594-9d02-4a09ddcef8fb.jpg&w=100""]",https://www.tayara.tn/item/appartements/monastir/monastir/un-grand-appartement-meubl-au-rez-de-chausse/68b99294711369bbe4f82ab7/
Appartement à usage bureau haut standing en centre-ville Monastir,650,immobilier,appartements,monastir,monastir,,2026-02-15 12:06:55,À Louer,70,1,1,"A louer des appartements à usage bureaux, haut standing, S +1 et S+2, plein centre-ville, à usage bureau. Superficie de 70 à 100 m2
 Emplacement idéal pour toutes activités professionnelles.
Premier, deuxième et troisième étage sans ascenseur
 Prix net de toutes retenues, S plus 1 :  650 DT  et S+2 : 750 DT
Tél:  GSM:","[""https://www.tayara.tn/mediaGateway/resize-image?img=8d/8db4cfc6-d15e-40ae-a6ab-40c109b48dc7&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ea/ea6a9c10-c4f7-409e-8677-c548907ad75a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=29/291810a6-d000-4703-b769-e524211f1de8&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=6d/6d937155-66f3-4a2e-abbd-abac32adac36&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=15/159d8fc4-3382-45ca-8519-0cb72205d07d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=e8/e869e007-e9b1-41c1-a62c-85902428ecb2&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=cb/cb3fb157-764e-43ed-a624-9b5c88068408&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=58/58a31e4d-47a5-4594-9d02-4a09ddcef8fb.jpg&w=100""]",https://www.tayara.tn/item/appartements/monastir/monastir/appartement-usage-bureau-haut-standing-en-centreville-monastir/68f38463d0d95991e1ff9bce/
S plus  un meublé au palais bourguiba,1000,immobilier,appartements,tunis,tunis,,2026-02-15 12:06:56,À Louer,70,1,1,"Au palais bourguiba , à louer un appart meublé haut standing , composé d'un salon , une chambre, une salle de bain ,cuisine équipée. Avec chauffage central et climatiseurs. Quartier calme .Mer à 100m.
Tél:  GSM:","[""https://www.tayara.tn/mediaGateway/resize-image?img=8b/8b5515d3-5ad8-412b-be87-179b1a318901&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=5f/5f09fe73-6d64-47cc-89a7-8e48db50efe1&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=64/648a1f7a-3ba5-48d7-929a-cf80129e5745&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=60/60a41b71-c179-41c0-9711-e123ccac4647&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=9a/9ad9bb2a-97be-4b85-b35e-8e235ffbaf9f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=2f/2ffb06ec-f763-422f-9587-755ab96eec2b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=58/58a31e4d-47a5-4594-9d02-4a09ddcef8fb.jpg&w=100""]",https://www.tayara.tn/item/appartements/tunis/tunis/s-plus-un-meubl-au-palais-bourguiba/68ed11a78d883b89cb643237/
A Sahline Un S  plus deux sans meubles,580,immobilier,appartements,tunis,tunis,,2026-02-15 12:06:56,À Louer,100,2,1,"A Sahline, à louer un s plus deux au premier étage, composé d'un salon, deux chambres, une cuisine équipée , salle de bain et une terrasse . climatiseur et chauffage central. . Quartier calme .Monastir Sousse 10 minutes .
Tél:  GSM:","[""https://www.tayara.tn/mediaGateway/resize-image?img=aa/aa42581b-8767-47a7-8e8d-c92e7a97d99e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ca/ca6c9082-bea6-4989-8ade-582d38dede03&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f0/f039edb0-c72b-421a-af3d-8706aa022310&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=43/43c5d1e3-c95d-4a56-b93f-74d61051bb5c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ce/ce6e6a4a-5c65-40e4-9cf7-083427adc640&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=04/04851eab-2a28-42ae-8777-363050825c95&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=19/19defe83-17b6-414a-b25b-6172b2fb9f45&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=77/7722ce3c-d378-445b-9260-81a85aad2af7&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=58/58a31e4d-47a5-4594-9d02-4a09ddcef8fb.jpg&w=100""]",https://www.tayara.tn/item/appartements/tunis/tunis/a-sahline-un-s-plus-deux-sans-meubles/6943f6138914daae519d71de/
Un S plus Trois meublé  Haut Standing,1700,immobilier,appartements,monastir,monastir,,2026-02-15 12:06:57,À Louer,180,3,1,"A El mechref, dans un immeuble neuf, au deuxième étage et le dernier  , à louer un S plus trois meublé, composé d'un grand salon avec une belle terrasse, trois chambres, cuisine équipée. Une salle d'eau et salle de bain. Chauffage central et  climatiseurs .Place parking devant l'immeuble. . Quartier calme.
Tél:  GSM:","[""https://www.tayara.tn/mediaGateway/resize-image?img=73/73934a23-3af1-4f69-a12f-addecc3cd0be&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=6f/6fd6183d-aad9-4097-85f4-caf4c7ed8c77&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=02/0213bdac-0f30-4c29-a5d7-1180fff5a104&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c4/c43fab6c-2e14-41cc-9025-8d4d39cb61ea&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=3b/3bd9bdab-476b-408c-a91f-8a3799349c42&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=bf/bfca406e-4a5e-44bf-b02c-3430e708f71a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=60/60a15340-5ccd-42e9-9911-267aaf310aa7&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a6/a6d5fa92-94a3-4609-b5a7-f9d790b9314e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=74/74ccb3b9-52cb-41ed-8f73-7a60322e972c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=58/58a31e4d-47a5-4594-9d02-4a09ddcef8fb.jpg&w=100""]",https://www.tayara.tn/item/appartements/monastir/monastir/un-s-plus-trois-meubl-haut-standing/693812dbcd04d08be7480958/
S plus deux sans meubles,550,immobilier,appartements,tunis,tunis,,2026-02-15 12:06:58,À Louer,90,2,1,"A Frina,  et dans une résidence haut standing au troisiéme  étage avec ascenseur, à louer un Appart sans meubles , composé d'un salon, deux  chambres, une salle de bain et cuisine équipée avec une  terrasse  .  Place parking  devant la résidence . Quartier calme.
Fix:  GSM:","[""https://www.tayara.tn/mediaGateway/resize-image?img=37/37afe8a5-d9c4-430e-ae9a-42ad8ff4ecd8&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d8/d834c69a-1d4a-4696-b8a1-80cf262a0141&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0e/0edff0d9-fd74-4bd6-a6e6-1377e0ba0c36&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=82/82aaf6f8-1a2a-4d37-b9f8-b395521bf854&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=82/8235fc9a-7e17-4188-973d-c2371f62e51f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=71/71fc02d4-be7f-4551-b84d-b05fa03d2ba7&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=bf/bf26f301-9dc3-45df-8362-c38c5175dcbc&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=7c/7c175ef8-213f-4f4e-b119-47a8b3798b4a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f3/f3b8afaa-a729-4f9b-9f5b-5f603414e76d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=58/58a31e4d-47a5-4594-9d02-4a09ddcef8fb.jpg&w=100""]",https://www.tayara.tn/item/appartements/tunis/tunis/s-plus-deux-sans-meubles/68f0e3e253fa6375757dc4f2/
A louer un appartement S 1 jamais habité dans une résidence gardée à la nouvelle Soukra,1100,immobilier,appartements,tunis,ain-zaghouen,,2026-02-15 12:06:59,À Louer,80,1,1,"A louer un appartement S+1 récemment construit dans une résidence sécurisée à la nouvelle Soukra à 10 minutes de Tunisia Mall.
L'appartement se compose 🔴 Salon avec balcon 
🔴 Une cuisine équipée par plaque, hotte et four
🔴 Une salle de douche avec cabine 
🔴 Une chambre a coucher avec dressing 
🔵 Climatiseur en Split et chauffage centrale 
🔵Prix : 1100 Dt
Pour plus d'informations contactez nous sur","[""https://www.tayara.tn/mediaGateway/resize-image?img=3e/3ebb2197-7702-4cc5-bb24-d8b2e02106d6&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=de/de7eed10-8948-4f5f-a0fe-89a701e916a4&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c8/c8b057d5-18da-4e06-bff1-df7705c0a130&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=5a/5a282547-6740-4def-8725-bd0fbf18834a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=be/be9ded6e-5d11-4851-9a97-b77be54a5515&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=e1/e17eeca8-42c7-4a7e-8332-3249d02586cd&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=92/92b6ebbd-0845-4643-9f0a-5de975b466db&w=100""]",https://www.tayara.tn/item/appartements/tunis/ain-zaghouen/a-louer-un-appartement-s-1-jamais-habit-dans-une-rsidence-garde-la-nouvelle-soukra/69620b31a00bf1861737fc8a/
Tout neuf S+1 non meublé au RDC a hammam sousse,550,immobilier,appartements,sousse,hammam-sousse,,2026-02-15 12:07:00,À Louer,50,1,1,"Tout neuf S+1 non meublé au RDC. a louer long dure pour couple marie.
Lumineux  et spacieux S+1 au RDC  dans une petite immeuble avec parking a l`extérieur. Situe à hammam Sousse 57 rue esselem (ancien adresse  شارع الكرارت ), proche de toute commodité 300 mètres du souk issibt et du lycée hammam Sousse 2.
Le S+1 est équipé du gaz de ville, parabole collective (Astra et Nille satellite), interphone, chauffage pour douche et 2 cameras de surveillance sur le parking et l`entré de l`immeuble.
 Le s","[""https://www.tayara.tn/mediaGateway/resize-image?img=6d/6dc3458f-13c4-44e6-bd4f-e7a386b87b3b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ba/ba9cf31e-2e62-450c-a2d2-e5c8964ad29a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=1b/1be53418-b3c7-4d33-8b71-c1582733d129&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a8/a8b8dace-203c-470b-a17a-5d7cfaa659f3&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=6a/6ac51746-61eb-47ed-9a3f-0c14a3c6d684&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=08/08163ebf-2ab8-4237-881e-aaddf529899c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f8/f84695fd-eb31-434c-8085-c9461908bb0a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=13/13df08cc-ae2b-479c-b617-1c69ec6d0d31&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a3/a3589753-ec21-42cc-be55-f930d966952d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=6a/6a64eba3-12f3-4721-aaed-c78c377f46cd&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=be/be78a3c6-b58a-43ea-9b0a-29356116b74d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=47/47de00e0-5cbe-443e-9da1-c682bee86773&w=1000""]",https://www.tayara.tn/item/appartements/sousse/hammam-sousse/tout-neuf-s1-non-meubl-au-rdc-a-hammam-sousse/6961fabfa00bf1861737f614/
Appartement a louer,1300,immobilier,appartements,tunis,tunis,,2026-02-15 12:07:01,À Louer,110,2,1,"A louer un jolie S+2 haut  standing au 4ème étage double ascenseurs dans une résidence calme  (Les hauteurs d’El menzah) et bien gardée avec des caméras de surveillance

L‘appartement se compose d’un salon, 2 chambres à coucher une cuisine bien équipée (plaque, hotte)  munie d'un séchoir. Une salle de bain et une salle d'eau à la partie jour. L'appartement est équipée du chauffage central, climatiseur, videophone volets roulants électrique et une place de parking au sous -sol

Prix : 1300 DT / m","[""https://www.tayara.tn/mediaGateway/resize-image?img=95/95b35d23-c544-4e42-bd3f-a7b26e01d000&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=90/907f9cff-1a2c-48a8-be0d-a6cdf6cfa14a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=2e/2e8da8e8-b991-47e2-bdab-53a3a8471b4b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=49/49bd3ac7-ac0f-4d9b-80b8-c76079376c94&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=01/016d44ef-182d-4dc1-8a7b-0ac8c9b64ec0&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=6a/6a883aee-9a46-44c8-a13d-df43255a7ebd&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=09/09714abb-a459-48c4-806f-cbf5c86ba04f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0e/0eefe7f7-9dde-4341-8029-59edcf537af9&w=1000""]",https://www.tayara.tn/item/appartements/tunis/tunis/appartement-a-louer/696176f10fe250585262232c/
A louer un appartement meublé s1 à Sahloul 3 (près de poste Sahloul) . prix : 450 dr,450,immobilier,appartements,sousse,sahloul,,2026-02-15 12:07:02,À Louer,1,1,1,"A louer un appartement meublé s+1 à Sahloul 3 (près de french tacos et poste Sahloul) pour une seul personne. 
prix : 450 dr
contactez le propriétaire :","[""https://www.tayara.tn/mediaGateway/resize-image?img=0a/0a570916-74c1-43af-b48d-a52d9c1cf300&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=80/80703f00-4145-44a9-85f5-a51447e6cfaa&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=1b/1b1e433f-5587-4c49-883a-0c3c59423d63&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=10/10ec27c8-f134-47f5-b06d-b5b8facae319&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=4d/4d7327f4-6dcf-4964-9ef5-0bc767b657bb&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=21/2101660f-c148-4f21-8c3e-c7a9f0b9a93f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=b0/b0471ef9-02ae-4427-829d-7aa8d4f714e0&w=1000""]",https://www.tayara.tn/item/appartements/sousse/sahloul/a-louer-un-appartement-meubl-s1-sahloul-3-prs-de-poste-sahloul-prix-450-dr/696176b3a00bf1861737daa9/
A louer S+1 a Ain Zaghouan,1200,immobilier,appartements,tunis,ain-zaghouen,,2026-02-15 12:07:03,À Louer,60,1,1,"A louer une coquette s+1 vide au 3ème étage pour un jeune couple, a ain zaghouan avenue khaled ibn walid.
Place parking et syndic y compris.
Pour plus d'info merci de contacter","[""https://www.tayara.tn/mediaGateway/resize-image?img=1b/1bf71115-8051-41e8-9d60-f0c94c55a465&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=26/269416ef-9b83-4126-a544-bd6119c02a7f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=dc/dc7752d6-4c4a-4578-90bb-b46cf03c3280&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f8/f89c129c-d041-4cbc-93d6-24ef874530a7&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=af/af8c819a-db76-4ea0-bf20-0325d340dc5c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ar/eae98925acd7ee7954b03ce89521a4d5&w=100""]",https://www.tayara.tn/item/appartements/tunis/ain-zaghouen/a-louer-s1-a-ain-zaghouan/6961581fa00bf1861737c891/
