id,titre,description,prix,surface_habitable,surface_terrain,contacts,location,url_maps,gps_type,image_urls,sources,scraped_at
113513,Réf 5454 : Vaste studio à Les Grottes Bizerte,"Réf 5454 : Vaste studio à Les Grottes Bizerte
58 complexe Commerciale bizerte centre bizerte, Bizerte Nord, Bizerte",1,,200,97211970 | 72423856 | 29276849,"58 complexe Commerciale bizerte centre bizerte, Bizerte Nord, Bizerte",https://www.google.com/maps/search/?api=1&query=58%20complexe%20Commerciale%20bizerte%20centre%20bizerte%2C%20Bizerte%20Nord%2C%20Bizerte,❓ VILLE,https://www.menzili.tn/upload/vignettes/2023/03/30/13/04/ih4pv7973v.jpg | https://a.tile.openstreetmap.org/15/17281/12722.png | https://www.menzili.tn/upload/pub/lomi-menzili.jpg | https://www.menzili.tn/upload/photos/2023/03/30/13/04/98rn04dv46.jpg | https://b.tile.openstreetmap.org/15/17283/12724.png | https://a.tile.openstreetmap.org/15/17283/12723.png | https://www.menzili.tn/upload/photos/2023/03/30/13/04/21qd0i7q7v.jpg | https://www.menzili.tn/upload/photos/2023/03/30/13/04/766q29gv81.jpg | https://c.tile.openstreetmap.org/15/17281/12724.png | https://www.menzili.tn/upload/photos/2023/03/30/13/04/ih4pv7973v.jpg | https://www.menzili.tn/upload/vignettes/2023/03/30/13/04/766q29gv81.jpg | https://c.tile.openstreetmap.org/15/17283/12722.png | https://www.menzili.tn/upload/vignettes/2023/03/30/13/04/98rn04dv46.jpg | https://www.menzili.tn/upload/photos/2023/03/30/13/04/5dm952s41v.jpg | https://c.tile.openstreetmap.org/15/17282/12723.png | https://a.tile.openstreetmap.org/15/17282/12724.png | https://www.facebook.com/tr?id=120245755315500&ev=PageView&noscript=1 | https://b.tile.openstreetmap.org/15/17281/12723.png | https://www.menzili.tn/upload/vignettes/2023/03/30/13/04/21qd0i7q7v.jpg | https://www.menzili.tn/upload/vignettes/2023/03/30/13/04/5dm952s41v.jpg | https://b.tile.openstreetmap.org/15/17282/12722.png,Menzili,2026-02-17 04:06:01
113506,Appartement à louer Ain Zaghoaune,"Appartement à louer Ain Zaghoaune
Immeuble Essalem, Ain Zaghouan, Aïn Zaghouan, Tunis",1400,,110,22812635,"Immeuble Essalem, Ain Zaghouan, Aïn Zaghouan, Tunis",https://www.google.com/maps/search/?api=1&query=Immeuble%20Essalem%2C%20Ain%20Zaghouan%2C%20A%C3%AFn%20Zaghouan%2C%20Tunis,❓ VILLE,https://a.tile.openstreetmap.org/15/17320/12770.png | https://c.tile.openstreetmap.org/15/17318/12771.png | https://b.tile.openstreetmap.org/15/17320/12771.png | https://www.menzili.tn/upload/vignettes/2023/03/30/10/52/321t9v26z7.jpg | https://c.tile.openstreetmap.org/15/17319/12770.png | https://a.tile.openstreetmap.org/15/17319/12771.png | https://www.facebook.com/tr?id=120245755315500&ev=PageView&noscript=1 | https://b.tile.openstreetmap.org/15/17318/12770.png | https://www.menzili.tn/upload/photos/2023/03/30/10/52/321t9v26z7.jpg | https://www.menzili.tn/upload/pub/lomi-menzili.jpg,Menzili,2026-02-17 04:06:05
113417,Appart Filip à Louer à Sidi Daoud,"Appart Filip à Louer à Sidi Daoud
sidi daoud, Sidi Daoud, Tunis",2200,120,,51650150 | 56270490,"sidi daoud, Sidi Daoud, Tunis",https://www.google.com/maps/search/?api=1&query=sidi%20daoud%2C%20Sidi%20Daoud%2C%20Tunis,❓ VILLE,https://c.tile.openstreetmap.org/15/17321/12768.png | https://www.menzili.tn/upload/vignettes/2023/03/29/10/45/9d72o7v144.jpg | https://c.tile.openstreetmap.org/15/17320/12769.png | https://www.menzili.tn/upload/vignettes/2023/03/29/10/45/2jtzq0sg4v.jpg | https://www.menzili.tn/upload/pub/lomi-menzili.jpg | https://www.menzili.tn/upload/photos/2023/03/29/10/44/9rpq2sm29e.jpg | https://a.tile.openstreetmap.org/15/17320/12770.png | https://www.menzili.tn/upload/vignettes/2023/03/29/10/45/y952z6d953.jpg | https://b.tile.openstreetmap.org/15/17322/12769.png | https://www.menzili.tn/upload/vignettes/2023/03/29/10/45/y1ns0s3i12.jpg | https://a.tile.openstreetmap.org/15/17323/12770.png | https://b.tile.openstreetmap.org/15/17321/12770.png | https://b.tile.openstreetmap.org/15/17323/12768.png | https://www.menzili.tn/upload/vignettes/2023/03/29/10/45/d2h4dqo164.jpg | https://www.menzili.tn/upload/photos/2023/03/29/10/45/d2h4dqo164.jpg | https://www.menzili.tn/upload/photos/2023/03/29/10/45/2dbh4z4di4.jpg | https://www.menzili.tn/upload/vignettes/2023/03/29/10/44/9rpq2sm29e.jpg | https://www.menzili.tn/upload/photos/2023/03/29/10/44/78h7smg392.jpg | https://www.menzili.tn/upload/photos/2023/03/29/10/45/2jtzq0sg4v.jpg | https://www.menzili.tn/upload/vignettes/2023/03/29/10/45/2dbh4z4di4.jpg | https://c.tile.openstreetmap.org/15/17323/12769.png | https://c.tile.openstreetmap.org/15/17322/12770.png | https://www.menzili.tn/upload/photos/2023/03/29/10/45/y1ns0s3i12.jpg | https://www.menzili.tn/upload/photos/2023/03/29/10/45/9d72o7v144.jpg | https://www.menzili.tn/upload/photos/2023/03/29/10/45/2892zqs921.jpg | https://www.menzili.tn/upload/photos/2023/03/29/10/44/6mh476378e.jpg | https://www.menzili.tn/upload/photos/2023/03/29/10/45/y952z6d953.jpg | https://a.tile.openstreetmap.org/15/17322/12768.png | https://www.menzili.tn/upload/vignettes/2023/03/29/10/44/6mh476378e.jpg | https://a.tile.openstreetmap.org/15/17321/12769.png | https://www.menzili.tn/upload/vignettes/2023/03/29/10/45/2892zqs921.jpg | https://www.facebook.com/tr?id=120245755315500&ev=PageView&noscript=1 | https://b.tile.openstreetmap.org/15/17320/12768.png | https://www.menzili.tn/upload/vignettes/2023/03/29/10/44/78h7smg392.jpg,Menzili,2026-02-17 04:06:09
113406,Location - Appartement S+2 avec une belle vue sur la forêt de Gammarth,"Location - Appartement S+2 avec une belle vue sur la forêt de Gammarth
La Marsa, Tunis",3400,120,,98444494,"La Marsa, Tunis",https://www.google.com/maps/search/?api=1&query=La%20Marsa%2C%20Tunis,❓ VILLE,https://www.menzili.tn/upload/vignettes/2023/03/28/16/18/73b6s2d531.jpg | https://www.menzili.tn/upload/photos/2023/03/28/16/18/m8rpqg91e1.jpg | https://www.menzili.tn/upload/vignettes/2023/03/28/16/18/9ji7hfd84v.jpg | https://a.tile.openstreetmap.org/15/17325/12768.png | https://www.menzili.tn/upload/vignettes/2023/03/28/16/18/5dsm846dvz.jpg | https://c.tile.openstreetmap.org/15/17325/12767.png | https://www.menzili.tn/upload/photos/2023/03/28/16/18/9ji7hfd84v.jpg | https://b.tile.openstreetmap.org/15/17324/12767.png | https://www.menzili.tn/upload/pub/lomi-menzili.jpg | https://www.menzili.tn/upload/photos/2023/03/28/16/18/56fsq2v08v.jpg | https://www.menzili.tn/upload/photos/2023/03/28/16/18/941s3qs841.jpg | https://www.menzili.tn/upload/vignettes/2023/03/28/16/18/m8rpqg91e1.jpg | https://www.menzili.tn/upload/photos/2023/03/28/16/18/5dsm846dvz.jpg | https://www.menzili.tn/upload/photos/2023/03/28/16/18/73b6s2d531.jpg | https://b.tile.openstreetmap.org/15/17323/12768.png | https://www.menzili.tn/upload/vignettes/2023/03/28/16/18/3met7s2247.jpg | https://www.menzili.tn/upload/vignettes/2023/03/28/16/18/a3sfs69i71.jpg | https://www.menzili.tn/upload/photos/2023/03/28/16/18/3met7s2247.jpg | https://a.tile.openstreetmap.org/15/17323/12767.png | https://www.menzili.tn/upload/photos/2023/03/28/16/18/a3sfs69i71.jpg | https://c.tile.openstreetmap.org/15/17322/12767.png | https://www.menzili.tn/upload/vignettes/2023/03/28/16/18/56fsq2v08v.jpg | https://www.menzili.tn/upload/vignettes/2023/03/28/16/18/941s3qs841.jpg | https://a.tile.openstreetmap.org/15/17322/12768.png | https://c.tile.openstreetmap.org/15/17324/12768.png | https://www.facebook.com/tr?id=120245755315500&ev=PageView&noscript=1,Menzili,2026-02-17 04:06:12
113030,Appartement chez résidence chat el kantaoui,"Appartement chez résidence chat el kantaoui
Kantaoui, Sousse",,,,22975088,"Kantaoui, Sousse",https://www.google.com/maps/search/?api=1&query=Kantaoui%2C%20Sousse,❓ VILLE,https://www.menzili.tn/upload/vignettes/2023/03/21/12/00/i2727o9iv6.jpg | https://c.tile.openstreetmap.org/15/17346/12878.png | https://www.menzili.tn/upload/photos/2023/03/21/12/00/7t720971e4.jpg | https://b.tile.openstreetmap.org/15/17346/12880.png | https://www.menzili.tn/upload/vignettes/2023/03/21/12/00/5dbt431e67.jpg | https://www.menzili.tn/upload/vignettes/2023/03/21/11/57/9jipd3o47v.jpg | https://www.menzili.tn/upload/vignettes/2023/03/21/11/59/9pv0di789e.jpg | https://c.tile.openstreetmap.org/15/17348/12879.png | https://www.menzili.tn/upload/pub/lomi-menzili.jpg | https://www.menzili.tn/upload/photos/2023/03/21/12/00/2j81evm3e7.jpg | https://www.menzili.tn/upload/photos/2023/03/21/12/00/i2727o9iv6.jpg | https://www.menzili.tn/upload/photos/2023/03/21/11/57/9jipd3o47v.jpg | https://www.menzili.tn/upload/vignettes/2023/03/21/12/00/i43943o6z1.jpg | https://b.tile.openstreetmap.org/15/17347/12879.png | https://www.menzili.tn/upload/photos/2023/03/21/12/00/i404d52694.jpg | https://www.menzili.tn/upload/vignettes/2023/03/21/12/00/i404d52694.jpg | https://www.menzili.tn/upload/photos/2023/03/21/12/00/i43943o6z1.jpg | https://a.tile.openstreetmap.org/15/17347/12878.png | https://www.menzili.tn/upload/photos/2023/03/21/11/59/9pv0di789e.jpg | https://www.menzili.tn/upload/photos/2023/03/21/12/00/326z41s72v.jpg | https://www.menzili.tn/upload/vignettes/2023/03/21/12/00/d44p2stdd8.jpg | https://www.menzili.tn/upload/vignettes/2023/03/21/12/00/2j81evm3e7.jpg | https://www.menzili.tn/upload/photos/2023/03/21/12/00/5dbt431e67.jpg | https://www.menzili.tn/upload/vignettes/2023/03/21/12/00/326z41s72v.jpg | https://a.tile.openstreetmap.org/15/17348/12880.png | https://a.tile.openstreetmap.org/15/17346/12879.png | https://c.tile.openstreetmap.org/15/17347/12880.png | https://www.facebook.com/tr?id=120245755315500&ev=PageView&noscript=1 | https://www.menzili.tn/upload/photos/2023/03/21/12/00/d44p2stdd8.jpg | https://b.tile.openstreetmap.org/15/17348/12878.png | https://www.menzili.tn/upload/vignettes/2023/03/21/12/00/7t720971e4.jpg,Menzili,2026-02-17 04:06:16
113028,Appartement chez résidence Amwej,"Appartement chez résidence Amwej
chat mariem ; Tantana, Akouda, Sousse",,,,22975088,"chat mariem ; Tantana, Akouda, Sousse",https://www.google.com/maps/search/?api=1&query=chat%20mariem%20%3B%20Tantana%2C%20Akouda%2C%20Sousse,❓ VILLE,https://b.tile.openstreetmap.org/15/17345/12878.png | https://www.menzili.tn/upload/vignettes/2023/03/21/11/52/shzpd0gv71.jpg | https://www.menzili.tn/upload/vignettes/2023/03/21/11/52/2m9zsd24d5.jpg | https://c.tile.openstreetmap.org/15/17346/12878.png | https://www.menzili.tn/upload/photos/2023/03/21/11/51/7et29t9g34.jpg | https://www.menzili.tn/upload/photos/2023/03/21/11/52/shzpd0gv71.jpg | https://a.tile.openstreetmap.org/15/17344/12878.png | https://www.menzili.tn/upload/pub/lomi-menzili.jpg | https://www.menzili.tn/upload/photos/2023/03/21/11/52/m9t4n19458.jpg | https://www.menzili.tn/upload/vignettes/2023/03/21/11/51/ya8h907q7z.jpg | https://www.menzili.tn/upload/vignettes/2023/03/21/11/52/y9j2049319.jpg | https://www.menzili.tn/upload/photos/2023/03/21/11/52/2m9zsd24d5.jpg | https://www.menzili.tn/upload/vignettes/2023/03/21/11/52/m9t4n19458.jpg | https://www.menzili.tn/upload/photos/2023/03/21/11/52/h9rs7q281z.jpg | https://www.menzili.tn/upload/vignettes/2023/03/21/11/52/h9rs7q281z.jpg | https://www.menzili.tn/upload/photos/2023/03/21/11/52/682d6qqddi.jpg | https://c.tile.openstreetmap.org/15/17343/12878.png | https://b.tile.openstreetmap.org/15/17343/12877.png | https://www.menzili.tn/upload/vignettes/2023/03/21/11/52/682d6qqddi.jpg | https://www.menzili.tn/upload/photos/2023/03/21/11/51/9aj21fvto6.jpg | https://a.tile.openstreetmap.org/15/17345/12877.png | https://www.menzili.tn/upload/vignettes/2023/03/21/11/51/7et29t9g34.jpg | https://www.menzili.tn/upload/photos/2023/03/21/11/53/m6ns3v2dsz.jpg | https://b.tile.openstreetmap.org/15/17346/12877.png | https://www.menzili.tn/upload/photos/2023/03/21/11/52/y9j2049319.jpg | https://www.menzili.tn/upload/vignettes/2023/03/21/11/53/m6ns3v2dsz.jpg | https://www.facebook.com/tr?id=120245755315500&ev=PageView&noscript=1 | https://www.menzili.tn/upload/vignettes/2023/03/21/11/51/9aj21fvto6.jpg | https://c.tile.openstreetmap.org/15/17344/12877.png | https://www.menzili.tn/upload/photos/2023/03/21/11/51/ya8h907q7z.jpg,Menzili,2026-02-17 04:06:23
113355,Appart Emilio à Louer à La Soukra,"Appart Emilio à Louer à La Soukra
La Soukra, La Soukra, Ariana",1800,180,,51650150 | 56420750,"La Soukra, La Soukra, Ariana",https://www.google.com/maps/search/?api=1&query=La%20Soukra%2C%20La%20Soukra%2C%20Ariana,❓ VILLE,https://a.tile.openstreetmap.org/15/17316/12768.png | https://c.tile.openstreetmap.org/15/17316/12767.png | https://c.tile.openstreetmap.org/15/17315/12768.png | https://a.tile.openstreetmap.org/15/17315/12769.png | https://c.tile.openstreetmap.org/15/17317/12769.png | https://www.menzili.tn/upload/pub/lomi-menzili.jpg | https://www.menzili.tn/upload/photos/2023/03/27/12/57/y7m816i734.jpg | https://www.menzili.tn/upload/vignettes/2023/03/27/12/57/2z4qd0mg52.jpg | https://a.tile.openstreetmap.org/15/17317/12767.png | https://www.menzili.tn/upload/photos/2023/03/27/12/57/2z4qd0mg52.jpg | https://www.menzili.tn/upload/vignettes/2023/03/27/12/57/j5msv9qd9v.jpg | https://www.menzili.tn/upload/vignettes/2023/03/27/12/56/i4z6d3v26v.jpg | https://www.menzili.tn/upload/photos/2023/03/27/12/57/j5msv9qd9v.jpg | https://www.menzili.tn/upload/photos/2023/03/27/12/56/9z6vdi9qv9.jpg | https://www.menzili.tn/upload/photos/2023/03/27/12/57/5764q3d43s.jpg | https://b.tile.openstreetmap.org/15/17315/12767.png | https://www.menzili.tn/upload/vignettes/2023/03/27/12/57/y7m816i734.jpg | https://www.menzili.tn/upload/vignettes/2023/03/27/12/56/9z6vdi9qv9.jpg | https://www.menzili.tn/upload/vignettes/2023/03/27/12/57/5764q3d43s.jpg | https://www.menzili.tn/upload/photos/2023/03/27/12/56/i4z6d3v26v.jpg | https://www.menzili.tn/upload/photos/2023/03/27/12/56/2687q47z71.jpg | https://b.tile.openstreetmap.org/15/17317/12768.png | https://www.menzili.tn/upload/photos/2023/03/27/12/57/b1e973s9do.jpg | https://www.facebook.com/tr?id=120245755315500&ev=PageView&noscript=1 | https://b.tile.openstreetmap.org/15/17316/12769.png | https://www.menzili.tn/upload/vignettes/2023/03/27/12/57/b1e973s9do.jpg | https://www.menzili.tn/upload/vignettes/2023/03/27/12/56/2687q47z71.jpg,Menzili,2026-02-17 04:06:27
113345,Appart Roméo à Louer à La Soukra,"Appart Roméo à Louer à La Soukra
la soukra, La Soukra, Ariana",1400,160,,51650150 | 56420750,"la soukra, La Soukra, Ariana",https://www.google.com/maps/search/?api=1&query=la%20soukra%2C%20La%20Soukra%2C%20Ariana,❓ VILLE,https://www.menzili.tn/upload/vignettes/2023/03/27/11/13/2jhz949iv9.jpg | https://a.tile.openstreetmap.org/15/17316/12768.png | https://c.tile.openstreetmap.org/15/17316/12767.png | https://www.menzili.tn/upload/vignettes/2023/03/27/11/13/aid922o912.jpg | https://c.tile.openstreetmap.org/15/17315/12768.png | https://www.menzili.tn/upload/photos/2023/03/27/11/13/2jhz949iv9.jpg | https://a.tile.openstreetmap.org/15/17315/12769.png | https://c.tile.openstreetmap.org/15/17317/12769.png | https://www.menzili.tn/upload/pub/lomi-menzili.jpg | https://www.menzili.tn/upload/photos/2023/03/27/11/13/2d8htpqo84.jpg | https://www.menzili.tn/upload/vignettes/2023/03/27/11/13/9a3v0695z7.jpg | https://a.tile.openstreetmap.org/15/17317/12767.png | https://www.menzili.tn/upload/vignettes/2023/03/27/11/13/2e92dmtgv3.jpg | https://www.menzili.tn/upload/vignettes/2023/03/27/11/13/971nqtd91e.jpg | https://www.menzili.tn/upload/photos/2023/03/27/11/13/99b6h0i364.jpg | https://b.tile.openstreetmap.org/15/17315/12767.png | https://www.menzili.tn/upload/vignettes/2023/03/27/11/13/92p7m426s1.jpg | https://www.menzili.tn/upload/vignettes/2023/03/27/11/13/y97mrf04e4.jpg | https://www.menzili.tn/upload/vignettes/2023/03/27/11/13/99b6h0i364.jpg | https://www.menzili.tn/upload/vignettes/2023/03/27/11/13/s6896fn7qs.jpg | https://www.menzili.tn/upload/photos/2023/03/27/11/13/9a3v0695z7.jpg | https://b.tile.openstreetmap.org/15/17317/12768.png | https://www.menzili.tn/upload/photos/2023/03/27/11/13/aid922o912.jpg | https://www.menzili.tn/upload/photos/2023/03/27/11/13/92p7m426s1.jpg | https://www.menzili.tn/upload/photos/2023/03/27/11/13/971nqtd91e.jpg | https://www.menzili.tn/upload/photos/2023/03/27/11/13/2e92dmtgv3.jpg | https://www.menzili.tn/upload/vignettes/2023/03/27/11/13/2d8htpqo84.jpg | https://www.facebook.com/tr?id=120245755315500&ev=PageView&noscript=1 | https://b.tile.openstreetmap.org/15/17316/12769.png | https://www.menzili.tn/upload/photos/2023/03/27/11/13/s6896fn7qs.jpg | https://www.menzili.tn/upload/photos/2023/03/27/11/13/y97mrf04e4.jpg,Menzili,2026-02-17 04:06:31
113201,Etage de Villa Alberto à Louer à L'Aouina,"Etage de Villa Alberto à Louer à L'Aouina
el aouina, L'aouina, Tunis",1400,200,,51650150 | 58780890,"el aouina, L'aouina, Tunis",https://www.google.com/maps/search/?api=1&query=el%20aouina%2C%20L%27aouina%2C%20Tunis,❓ VILLE,https://www.menzili.tn/upload/photos/2023/03/23/14/18/9i6d2tv289.jpg | https://www.menzili.tn/upload/photos/2023/03/23/14/18/719tfg2671.jpg | https://www.menzili.tn/upload/photos/2023/03/23/14/18/299s8t44dv.jpg | https://a.tile.openstreetmap.org/15/17317/12770.png | https://www.menzili.tn/upload/vignettes/2023/03/23/14/18/m4q3sdod27.jpg | https://www.menzili.tn/upload/pub/lomi-menzili.jpg | https://b.tile.openstreetmap.org/15/17317/12771.png | https://www.menzili.tn/upload/vignettes/2023/03/23/14/18/299s8t44dv.jpg | https://www.menzili.tn/upload/vignettes/2023/03/23/14/18/9i6d2tv289.jpg | https://b.tile.openstreetmap.org/15/17318/12770.png | https://www.menzili.tn/upload/vignettes/2023/03/23/14/18/29i2zm2d24.jpg | https://www.menzili.tn/upload/photos/2023/03/23/14/18/2ime2zo71v.jpg | https://www.menzili.tn/upload/vignettes/2023/03/23/14/18/2ime2zo71v.jpg | https://c.tile.openstreetmap.org/15/17318/12771.png | https://www.menzili.tn/upload/photos/2023/03/23/14/18/m241id7194.jpg | https://www.menzili.tn/upload/vignettes/2023/03/23/14/18/719tfg2671.jpg | https://www.menzili.tn/upload/photos/2023/03/23/14/18/m4q3sdod27.jpg | https://c.tile.openstreetmap.org/15/17316/12770.png | https://www.menzili.tn/upload/photos/2023/03/23/14/18/3trf7mq9z6.jpg | https://www.menzili.tn/upload/vignettes/2023/03/23/14/18/3trf7mq9z6.jpg | https://www.menzili.tn/upload/vignettes/2023/03/23/14/18/b6t4s7m221.jpg | https://www.menzili.tn/upload/photos/2023/03/23/14/18/b6t4s7m221.jpg | https://www.menzili.tn/upload/vignettes/2023/03/23/14/18/m241id7194.jpg | https://c.tile.openstreetmap.org/15/17319/12770.png | https://www.menzili.tn/upload/photos/2023/03/23/14/18/29i2zm2d24.jpg | https://a.tile.openstreetmap.org/15/17319/12771.png | https://www.facebook.com/tr?id=120245755315500&ev=PageView&noscript=1 | https://www.menzili.tn/upload/photos/2023/03/23/14/18/81q993s84v.jpg | https://www.menzili.tn/upload/vignettes/2023/03/23/14/18/81q993s84v.jpg | https://a.tile.openstreetmap.org/15/17316/12771.png,Menzili,2026-02-17 04:06:35
113196,Location annuelle S+2 à Khezama route touristique,"Location annuelle S+2 à Khezama route touristique
khezama ouest, Sousse Médina, Sousse",1300,100,,98372584,"khezama ouest, Sousse Médina, Sousse",https://www.google.com/maps/search/?api=1&query=khezama%20ouest%2C%20Sousse%20M%C3%A9dina%2C%20Sousse,❓ VILLE,https://www.menzili.tn/upload/vignettes/2023/03/23/13/42/d8t46pnsm9.jpg | https://www.menzili.tn/upload/photos/2023/03/23/13/40/ibz4ss124e.jpg | https://www.menzili.tn/upload/photos/2023/03/23/13/41/99i681io51.jpg | https://b.tile.openstreetmap.org/15/17351/12887.png | https://www.menzili.tn/upload/pub/lomi-menzili.jpg | https://www.menzili.tn/upload/vignettes/2023/03/23/13/41/99i681io51.jpg | https://www.menzili.tn/upload/vignettes/2023/03/23/13/41/2tq3v61z6v.jpg | https://c.tile.openstreetmap.org/15/17352/12887.png | https://b.tile.openstreetmap.org/15/17353/12885.png | https://www.menzili.tn/upload/vignettes/2023/03/23/13/42/j2rpqvsq84.jpg | https://c.tile.openstreetmap.org/15/17353/12886.png | https://www.menzili.tn/upload/vignettes/2023/03/23/13/40/ibz4ss124e.jpg | https://www.menzili.tn/upload/vignettes/2023/03/23/13/41/26eq0i2i26.jpg | https://www.menzili.tn/upload/photos/2023/03/23/13/41/26eq0i2i26.jpg | https://www.menzili.tn/upload/vignettes/2023/03/23/13/41/36e09t5i2v.jpg | https://www.menzili.tn/upload/vignettes/2023/03/23/13/42/2setfp3dgs.jpg | https://c.tile.openstreetmap.org/15/17351/12885.png | https://www.menzili.tn/upload/photos/2023/03/23/13/41/jibn0t6967.jpg | https://www.menzili.tn/upload/photos/2023/03/23/13/42/2setfp3dgs.jpg | https://www.menzili.tn/upload/photos/2023/03/23/13/41/2tq3v61z6v.jpg | https://a.tile.openstreetmap.org/15/17353/12887.png | https://b.tile.openstreetmap.org/15/17352/12886.png | https://a.tile.openstreetmap.org/15/17351/12886.png | https://www.menzili.tn/upload/photos/2023/03/23/13/41/36e09t5i2v.jpg | https://www.menzili.tn/upload/photos/2023/03/23/13/42/d8t46pnsm9.jpg | https://www.facebook.com/tr?id=120245755315500&ev=PageView&noscript=1 | https://www.menzili.tn/upload/photos/2023/03/23/13/42/j2rpqvsq84.jpg | https://www.menzili.tn/upload/vignettes/2023/03/23/13/41/jibn0t6967.jpg | https://a.tile.openstreetmap.org/15/17352/12885.png,Menzili,2026-02-17 04:06:39
113190,Location - Appartement S+2 neuf à la Marsa,"Location - Appartement S+2 neuf à la Marsa
contact@princesseimmo.com, La Marsa, Tunis",3500,120,,98444494,"contact@princesseimmo.com, La Marsa, Tunis",https://www.google.com/maps/search/?api=1&query=contact%40princesseimmo.com%2C%20La%20Marsa%2C%20Tunis,❓ VILLE,https://a.tile.openstreetmap.org/15/17325/12768.png | https://www.menzili.tn/upload/photos/2023/03/23/12/51/8h47ds9v24.jpg | https://www.menzili.tn/upload/vignettes/2023/03/23/12/51/27d7q3m571.jpg | https://c.tile.openstreetmap.org/15/17325/12767.png | https://www.menzili.tn/upload/vignettes/2023/03/23/12/51/j5dr272824.jpg | https://b.tile.openstreetmap.org/15/17324/12767.png | https://www.menzili.tn/upload/pub/lomi-menzili.jpg | https://www.menzili.tn/upload/vignettes/2023/03/23/12/51/6ef1s7q3z9.jpg | https://www.menzili.tn/upload/vignettes/2023/03/23/12/51/25s14zv9qe.jpg | https://www.menzili.tn/upload/photos/2023/03/23/12/51/689t4fm2od.jpg | https://b.tile.openstreetmap.org/15/17323/12768.png | https://a.tile.openstreetmap.org/15/17323/12767.png | https://www.menzili.tn/upload/photos/2023/03/23/12/51/9a61vsqogs.jpg | https://www.menzili.tn/upload/photos/2023/03/23/12/51/27d7q3m571.jpg | https://www.menzili.tn/upload/photos/2023/03/23/12/51/6ef1s7q3z9.jpg | https://c.tile.openstreetmap.org/15/17322/12767.png | https://www.menzili.tn/upload/vignettes/2023/03/23/12/51/8h47ds9v24.jpg | https://www.menzili.tn/upload/vignettes/2023/03/23/12/51/689t4fm2od.jpg | https://www.menzili.tn/upload/photos/2023/03/23/12/51/25s14zv9qe.jpg | https://www.menzili.tn/upload/photos/2023/03/23/12/51/ya1t6d26z4.jpg | https://www.menzili.tn/upload/photos/2023/03/23/12/51/j5dr272824.jpg | https://a.tile.openstreetmap.org/15/17322/12768.png | https://www.menzili.tn/upload/vignettes/2023/03/23/12/51/ya1t6d26z4.jpg | https://c.tile.openstreetmap.org/15/17324/12768.png | https://www.facebook.com/tr?id=120245755315500&ev=PageView&noscript=1 | https://www.menzili.tn/upload/vignettes/2023/03/23/12/51/9a61vsqogs.jpg,Menzili,2026-02-17 04:06:43
113152,Etage d'un duplex à louer,"Etage d'un duplex à louer
Fouchana, Ben Arous",450,102,,97695425,"Fouchana, Ben Arous",https://www.google.com/maps/search/?api=1&query=Fouchana%2C%20Ben%20Arous,❓ VILLE,https://b.tile.openstreetmap.org/15/17308/12789.png | https://www.menzili.tn/upload/photos/2023/03/22/19/52/7b2sr7q5v8.jpg | https://www.menzili.tn/upload/vignettes/2023/03/22/19/50/i12rnqiod6.jpg | https://www.menzili.tn/upload/photos/2023/03/22/19/48/2s8fd9qoe7.jpg | https://www.menzili.tn/upload/vignettes/2023/03/22/19/52/7b2sr7q5v8.jpg | https://www.menzili.tn/upload/pub/lomi-menzili.jpg | https://www.menzili.tn/upload/photos/2023/03/22/19/49/268e2z20sv.jpg | https://a.tile.openstreetmap.org/15/17310/12789.png | https://c.tile.openstreetmap.org/15/17309/12789.png | https://www.menzili.tn/upload/photos/2023/03/22/20/09/j6dd4qdd3s.jpg | https://b.tile.openstreetmap.org/15/17310/12787.png | https://www.menzili.tn/upload/photos/2023/03/22/19/54/28et2r3qd7.jpg | https://b.tile.openstreetmap.org/15/17311/12789.png | https://a.tile.openstreetmap.org/15/17309/12787.png | https://www.menzili.tn/upload/vignettes/2023/03/22/19/49/268e2z20sv.jpg | https://a.tile.openstreetmap.org/15/17308/12788.png | https://a.tile.openstreetmap.org/15/17311/12788.png | https://www.menzili.tn/upload/photos/2023/03/22/19/50/i12rnqiod6.jpg | https://www.menzili.tn/upload/photos/2023/03/22/19/56/294vmddg44.jpg | https://c.tile.openstreetmap.org/15/17308/12787.png | https://b.tile.openstreetmap.org/15/17309/12788.png | https://c.tile.openstreetmap.org/15/17311/12787.png | https://www.menzili.tn/upload/photos/2023/03/22/19/51/9bs70sqd21.jpg | https://www.menzili.tn/upload/vignettes/2023/03/22/20/09/j6dd4qdd3s.jpg | https://www.menzili.tn/upload/vignettes/2023/03/22/20/11/7d24mtd324.jpg | https://www.menzili.tn/upload/photos/2023/03/22/20/11/7d24mtd324.jpg | https://c.tile.openstreetmap.org/15/17310/12788.png | https://www.menzili.tn/upload/vignettes/2023/03/22/19/56/294vmddg44.jpg | https://www.menzili.tn/upload/vignettes/2023/03/22/19/54/28et2r3qd7.jpg | https://www.facebook.com/tr?id=120245755315500&ev=PageView&noscript=1 | https://www.menzili.tn/upload/vignettes/2023/03/22/19/48/2s8fd9qoe7.jpg | https://www.menzili.tn/upload/vignettes/2023/03/22/19/51/9bs70sqd21.jpg,Menzili,2026-02-17 04:06:47
